YEAR,PSTATABB,ORISPL,PNAME,NAMEPCAP,LAT,LON,PLFUELCT,governor,state,Start_Year,End_Year,party
2010,AK,62,Annex Creek,4,58.3167,-134.0958,HYDRO,Sean Parnell,Alaska,2009,2014,Republican
2010,AK,6580,Beaver Falls,5.4,55.3633,-131.6778,HYDRO,Sean Parnell,Alaska,2009,2014,Republican
2010,AK,7752,Black Bear Lake,4.5,55.4764,-133.1483,HYDRO,Sean Parnell,Alaska,2009,2014,Republican
2010,AK,93,Blue Lake,7,57.0516,-135.2297,HYDRO,Sean Parnell,Alaska,2009,2014,Republican
2010,AK,7367,Bradley Lake,126,59.7554,-150.8511,HYDRO,Sean Parnell,Alaska,2009,2014,Republican
2010,AK,7168,Chester Lake,1,55.1139,-131.5481,HYDRO,Sean Parnell,Alaska,2009,2014,Republican
2010,AK,6291,Cooper Lake,19.4,60.4908,-149.8158,HYDRO,Sean Parnell,Alaska,2009,2014,Republican
2010,AK,77,Eklutna Hydro Project,44.4,61.605,-149.1192,HYDRO,Sean Parnell,Alaska,2009,2014,Republican
2010,AK,7751,Goat Lake Hydro,4,59.455,-135.3264,HYDRO,Sean Parnell,Alaska,2009,2014,Republican
2010,AK,63,Gold Creek,9.7,58.3,-134.4061,HYDRO,Sean Parnell,Alaska,2009,2014,Republican
2010,AK,313,Green Lake,18.6,56.9858,-135.1211,HYDRO,Sean Parnell,Alaska,2009,2014,Republican
2010,AK,56542,Kasidaya Creek Hydro,3,59.4072,-135.3408,HYDRO,Sean Parnell,Alaska,2009,2014,Republican
2010,AK,84,Ketchikan,4.2,55.3633,-131.6778,HYDRO,Sean Parnell,Alaska,2009,2014,Republican
2010,AK,57085,Lake Dorothy Hydroelectric Project,14.3,58.2325,-134.0533,HYDRO,Sean Parnell,Alaska,2009,2014,Republican
2010,AK,91,Petersburg,12.3,56.5583,-133.2544,HYDRO,Sean Parnell,Alaska,2009,2014,Republican
2010,AK,57187,Pillar Mountain Wind Project,4.5,57.7869,-152.4406,WIND,Sean Parnell,Alaska,2009,2014,Republican
2010,AK,7862,Power Creek,6,60.59,-145.5956,HYDRO,Sean Parnell,Alaska,2009,2014,Republican
2010,AK,6302,Purple Lake,3.9,55.1139,-131.5481,HYDRO,Sean Parnell,Alaska,2009,2014,Republican
2010,AK,65,Salmon Creek 1,8.5,58.3261,-134.4625,HYDRO,Sean Parnell,Alaska,2009,2014,Republican
2010,AK,6581,Silvis,2.1,55.3633,-131.6778,HYDRO,Sean Parnell,Alaska,2009,2014,Republican
2010,AK,66,Skagway,4.4,59.4583,-135.3139,HYDRO,Sean Parnell,Alaska,2009,2014,Republican
2010,AK,78,Snettisham,78.2,58.1389,-133.7264,HYDRO,Sean Parnell,Alaska,2009,2014,Republican
2010,AK,390,Solomon Gulch,12,61.0811,-146.8572,HYDRO,Sean Parnell,Alaska,2009,2014,Republican
2010,AK,56265,South Fork,2,55.55,-132.9,HYDRO,Sean Parnell,Alaska,2009,2014,Republican
2010,AK,70,Swan Lake,22.4,55.3633,-131.6778,HYDRO,Sean Parnell,Alaska,2009,2014,Republican
2010,AK,71,Terror Lake,22.4,57.7911,-152.4058,HYDRO,Sean Parnell,Alaska,2009,2014,Republican
2010,AL,54429,Alabama Pine Pulp,69,31.5825,-87.4889,BIOMASS,Bob Riley,Alabama,2003,2011,Republican
2010,AL,10216,Alabama River Pulp,48,31.5825,-87.4889,BIOMASS,Bob Riley,Alabama,2003,2011,Republican
2010,AL,2,Bankhead Dam,45,33.2146,-87.5882,HYDRO,Bob Riley,Alabama,2003,2011,Republican
2010,AL,702,Bartletts Ferry,173,32.6631,-85.0911,HYDRO,Bob Riley,Alabama,2003,2011,Republican
2010,AL,55044,Boise Cascade Pulp & Paper Mill,18,31.4894,-87.8989,BIOMASS,Bob Riley,Alabama,2003,2011,Republican
2010,AL,46,Browns Ferry,3494,34.7042,-87.1189,NUCLEAR,Bob Riley,Alabama,2003,2011,Republican
2010,AL,53,Gantt,3,31.4,-86.4753,HYDRO,Bob Riley,Alabama,2003,2011,Republican
2010,AL,54789,Georgia Pacific Brewton Mill,40.9,31.077,-87.1113,BIOMASS,Bob Riley,Alabama,2003,2011,Republican
2010,AL,10699,Georgia Pacific Naheola Mill,78.3,32.2268,-88.0252,BIOMASS,Bob Riley,Alabama,2003,2011,Republican
2010,AL,707,Goat Rock,38.6,32.6088,-85.0814,HYDRO,Bob Riley,Alabama,2003,2011,Republican
2010,AL,48,Guntersville,115.2,34.4211,-86.3931,HYDRO,Bob Riley,Alabama,2003,2011,Republican
2010,AL,11,H Neely Henry Dam,72.9,33.7845,-86.0524,HYDRO,Bob Riley,Alabama,2003,2011,Republican
2010,AL,6188,Harris Dam,135,33.2579,-85.6162,HYDRO,Bob Riley,Alabama,2003,2011,Republican
2010,AL,12,Holt Dam,40,33.2553,-87.4495,HYDRO,Bob Riley,Alabama,2003,2011,Republican
2010,AL,50245,International Paper Courtland Mill,127.1,34.735,-87.3108,BIOMASS,Bob Riley,Alabama,2003,2011,Republican
2010,AL,52140,International Paper Prattville Mill,89.8,32.4187,-86.4718,BIOMASS,Bob Riley,Alabama,2003,2011,Republican
2010,AL,54096,International Paper Riverdale Mill,104.2,32.425,-86.8694,BIOMASS,Bob Riley,Alabama,2003,2011,Republican
2010,AL,6131,Jones Bluff,82,32.3248,-86.7872,HYDRO,Bob Riley,Alabama,2003,2011,Republican
2010,AL,13,Jordan Dam,100,32.6189,-86.2548,HYDRO,Bob Riley,Alabama,2003,2011,Republican
2010,AL,6001,Joseph M Farley,1776.4,31.2231,-85.1116,NUCLEAR,Bob Riley,Alabama,2003,2011,Republican
2010,AL,15,Lay Dam,177,32.9633,-86.5187,HYDRO,Bob Riley,Alabama,2003,2011,Republican
2010,AL,18,Lewis Smith Dam,157.4,33.9406,-87.1077,HYDRO,Bob Riley,Alabama,2003,2011,Republican
2010,AL,14,Logan Martin Dam,128.1,33.4258,-86.338,HYDRO,Bob Riley,Alabama,2003,2011,Republican
2010,AL,16,Martin Dam,210.6,32.6797,-85.9125,HYDRO,Bob Riley,Alabama,2003,2011,Republican
2010,AL,54802,Mead Coated Board,112.5,32.175,-85.0311,BIOMASS,Bob Riley,Alabama,2003,2011,Republican
2010,AL,38,Millers Ferry,101.1,32.1009,-87.3969,HYDRO,Bob Riley,Alabama,2003,2011,Republican
2010,AL,17,Mitchell Dam,170,32.8049,-86.4456,HYDRO,Bob Riley,Alabama,2003,2011,Republican
2010,AL,50407,Mobile Energy Services LLC,78.8,30.7322,-88.0769,BIOMASS,Bob Riley,Alabama,2003,2011,Republican
2010,AL,55,Point A,5.2,31.3614,-86.5183,HYDRO,Bob Riley,Alabama,2003,2011,Republican
2010,AL,54763,Rock-Tenn Mill,31.5,32.4541,-87.9759,BIOMASS,Bob Riley,Alabama,2003,2011,Republican
2010,AL,19,Thurlow Dam,91,32.5349,-85.8896,HYDRO,Bob Riley,Alabama,2003,2011,Republican
2010,AL,54216,U S Alliance Coosa Pines,30.4,33.3278,-86.3583,BIOMASS,Bob Riley,Alabama,2003,2011,Republican
2010,AL,4,Walter Bouldin Dam,225,32.6184,-86.2567,HYDRO,Bob Riley,Alabama,2003,2011,Republican
2010,AL,20,Weiss Dam,87.6,34.1722,-85.7537,HYDRO,Bob Riley,Alabama,2003,2011,Republican
2010,AL,49,Wheeler Dam,404,34.8069,-87.3819,HYDRO,Bob Riley,Alabama,2003,2011,Republican
2010,AL,6440,Wilson Dam,666.7,34.7934,-87.6244,HYDRO,Bob Riley,Alabama,2003,2011,Republican
2010,AL,21,Yates Dam,50.5,32.5743,-85.8901,HYDRO,Bob Riley,Alabama,2003,2011,Republican
2010,AR,8055,Arkansas Nuclear One,1845,35.311,-93.2351,NUCLEAR,Mike Beebe,Arkansas,2007,2015,Democrat
2010,AR,54104,Ashdown,156.5,33.6417,-94.1083,BIOMASS,Mike Beebe,Arkansas,2007,2015,Democrat
2010,AR,182,Beaver,112,36.4226,-93.8462,HYDRO,Mike Beebe,Arkansas,2007,2015,Democrat
2010,AR,197,Blakely Mountain,75,34.5711,-93.1947,HYDRO,Mike Beebe,Arkansas,2007,2015,Democrat
2010,AR,198,Bull Shoals,340,36.3635,-92.5763,HYDRO,Mike Beebe,Arkansas,2007,2015,Democrat
2010,AR,166,Carpenter,56,34.4425,-93.0262,HYDRO,Mike Beebe,Arkansas,2007,2015,Democrat
2010,AR,50638,Clearwater Paper APP CB,20,33.7061,-91.2371,BIOMASS,Mike Beebe,Arkansas,2007,2015,Democrat
2010,AR,56182,Columbia Flooring Melbourne,2,36.0614,-91.9197,BIOMASS,Mike Beebe,Arkansas,2007,2015,Democrat
2010,AR,7246,Dam 2,102.6,33.9864,-91.3159,HYDRO,Mike Beebe,Arkansas,2007,2015,Democrat
2010,AR,199,Dardanelle,160.8,35.2503,-93.1686,HYDRO,Mike Beebe,Arkansas,2007,2015,Democrat
2010,AR,187,Degray,68,34.2122,-93.1099,HYDRO,Mike Beebe,Arkansas,2007,2015,Democrat
2010,AR,7040,Ellis,32.4,35.35,-94.2917,HYDRO,Mike Beebe,Arkansas,2007,2015,Democrat
2010,AR,10606,Georgia Pacific Crossett,92,33.1421,-91.975,BIOMASS,Mike Beebe,Arkansas,2007,2015,Democrat
2010,AR,188,Greers Ferry Lake,96,35.5207,-91.9953,HYDRO,Mike Beebe,Arkansas,2007,2015,Democrat
2010,AR,54283,Lee Creek Water Treatment Facility,1.3,35.4892,-94.3908,HYDRO,Mike Beebe,Arkansas,2007,2015,Democrat
2010,AR,7166,Murray,45.4,34.7956,-92.3569,HYDRO,Mike Beebe,Arkansas,2007,2015,Democrat
2010,AR,195,Narrows,25.5,34.1483,-93.7149,HYDRO,Mike Beebe,Arkansas,2007,2015,Democrat
2010,AR,196,Norfork,80.4,36.2491,-92.2401,HYDRO,Mike Beebe,Arkansas,2007,2015,Democrat
2010,AR,6142,Ozark,100,35.4693,-93.8175,HYDRO,Mike Beebe,Arkansas,2007,2015,Democrat
2010,AR,10627,Pine Bluff Mill,85,34.2204,-91.9063,BIOMASS,Mike Beebe,Arkansas,2007,2015,Democrat
2010,AR,174,Remmel,9,34.4272,-92.8941,HYDRO,Mike Beebe,Arkansas,2007,2015,Democrat
2010,AR,56079,STEC-S LLC,18,34.5136,-91.5331,BIOMASS,Mike Beebe,Arkansas,2007,2015,Democrat
2010,AR,56523,Two Pine Landfill Gas Recovery,4.8,34.8364,-92.1656,BIOMASS,Mike Beebe,Arkansas,2007,2015,Democrat
2010,AR,50640,Warren Lumber Mill,15,33.6206,-92.0789,BIOMASS,Mike Beebe,Arkansas,2007,2015,Democrat
2010,AR,57025,Waste Management Eco Vista LFGTE,4,36.1758,-94.2056,BIOMASS,Mike Beebe,Arkansas,2007,2015,Democrat
2010,AR,7135,Whillock,32.4,35.1258,-92.7897,HYDRO,Mike Beebe,Arkansas,2007,2015,Democrat
2010,AR,57160,White River Lock and Dam 1,4.3,35.7569,-91.6356,HYDRO,Mike Beebe,Arkansas,2007,2015,Democrat
2010,AR,57161,White River Lock and Dam 2,3.5,35.7436,-91.7644,HYDRO,Mike Beebe,Arkansas,2007,2015,Democrat
2010,AR,57162,White River Lock and Dam 3,4.3,35.8428,-91.8519,HYDRO,Mike Beebe,Arkansas,2007,2015,Democrat
2010,AZ,143,Crosscut,33,33.44,-111.9442,HYDRO,Jan Brewer,Arizona,2009,2015,Republican
2010,AZ,152,Davis Dam,254.8,35.1967,-114.5698,HYDRO,Jan Brewer,Arizona,2009,2015,Republican
2010,AZ,57379,Dry Lake Wind II LLC,65.1,35.4028,-110.3133,WIND,Jan Brewer,Arizona,2009,2015,Republican
2010,AZ,57098,Dry Lake Wind LLC,63,34.5372,-110.4217,WIND,Jan Brewer,Arizona,2009,2015,Republican
2010,AZ,153,Glen Canyon Dam,1312,36.9373,-111.4838,HYDRO,Jan Brewer,Arizona,2009,2015,Republican
2010,AZ,7179,Headgate Rock,19.5,34.1678,-114.2744,HYDRO,Jan Brewer,Arizona,2009,2015,Republican
2010,AZ,8902,Hoover Dam,1039.4,36.014,-114.7384,HYDRO,Jan Brewer,Arizona,2009,2015,Republican
2010,AZ,145,Horse Mesa,129.5,33.5907,-111.344,HYDRO,Jan Brewer,Arizona,2009,2015,Republican
2010,AZ,57140,Maricopa Solar,1.5,33.5581,-112.2186,SOLAR,Jan Brewer,Arizona,2009,2015,Republican
2010,AZ,148,Mormon Flat,63.5,33.5536,-111.4431,HYDRO,Jan Brewer,Arizona,2009,2015,Republican
2010,AZ,6008,Palo Verde,4209.3,33.3881,-112.8617,NUCLEAR,Jan Brewer,Arizona,2009,2015,Republican
2010,AZ,56228,Prescott Airport,2.1,34.6584,-112.4008,SOLAR,Jan Brewer,Arizona,2009,2015,Republican
2010,AZ,57524,Roger Road WWTP,1.1,32.2894,-111.0331,SOLAR,Jan Brewer,Arizona,2009,2015,Republican
2010,AZ,149,Roosevelt,36,33.6702,-111.1618,HYDRO,Jan Brewer,Arizona,2009,2015,Republican
2010,AZ,56616,Snowflake White Mountain Power LLC,27.2,34.4917,-110.3211,BIOMASS,Jan Brewer,Arizona,2009,2015,Republican
2010,AZ,100,South Consolidated,1.4,33.4672,-111.7789,HYDRO,Jan Brewer,Arizona,2009,2015,Republican
2010,AZ,150,Stewart Mountain,13,33.5661,-111.536,HYDRO,Jan Brewer,Arizona,2009,2015,Republican
2010,AZ,7998,Tri Cities,5,33.4833,-111.8172,BIOMASS,Jan Brewer,Arizona,2009,2015,Republican
2010,AZ,57392,UASTP Solar Facility,1.2,32.0989,-110.8106,SOLAR,Jan Brewer,Arizona,2009,2015,Republican
2010,AZ,7164,Waddell,40,33.8452,-112.271,HYDRO,Jan Brewer,Arizona,2009,2015,Republican
2010,CA,52162,85 A,14.1,35.1011,-118.3372,WIND,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,52163,85 B,21.2,35.1011,-118.3372,WIND,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,293,A G Wishon,12.8,37.2325,-119.5203,HYDRO,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,10632,A W Hoch,49,33.1646,-115.616,GEOTHERMAL,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,56214,Aeroturbine,4.7,33.875,-116.625,WIND,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,52158,Aidlin Geothermal Power Plant,25,38.8339,-122.881,GEOTHERMAL,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,905,Alamo,19.6,34.8158,-118.6867,HYDRO,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,10820,Aliso Water Management Agency,1.2,33.5244,-117.7092,BIOMASS,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,214,Alta Powerhouse,2,39.216,-120.8035,HYDRO,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,50571,Altamont Gas Recovery,8.6,37.745,-121.6344,BIOMASS,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,50001,Altamont Midway Ltd,10.9,37.7392,-121.4322,WIND,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,50712,Altamont Pass Windplant,332.5,37.7341,-121.6516,WIND,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,50818,Altech,10.5,37.7392,-121.4322,WIND,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,50485,Altech III,25.1,33.9603,-116.5364,WIND,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,50964,Amedee Geothermal Venture I,3,40.3008,-120.1951,GEOTHERMAL,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,56898,AMERESCO Chiquita Canyon,9.2,34.45,-118.69,BIOMASS,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,56897,AMERESCO Keller Canyon,3.8,37.97,-121.86,BIOMASS,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,56895,AMERESCO Ox Mountain,11.4,37.5,-122.4,BIOMASS,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,56428,AMERESCO Santa Cruz Energy,3,36.9178,-121.8156,BIOMASS,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,10392,American Canyon Power Plant,1.6,38.51,-122.3255,BIOMASS,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,56706,Ampersand Chowchilla Biomass LLC,12.5,37.1053,-120.2489,BIOMASS,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,215,Angels,1.4,38.0572,-120.5341,HYDRO,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,56943,Ausra Kimberlina Solar Generation,5,35.5667,-119.2,SOLAR,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,217,Balch 1,31,36.68,-119.3917,HYDRO,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,218,Balch 2,97.2,36.9088,-119.0879,HYDRO,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,10469,Bear Canyon Power Plant,24.4,38.7628,-122.6954,GEOTHERMAL,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,50156,Bear Creek,3.2,40.5219,-121.8547,HYDRO,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,457,Bear Valley,1.4,33.11,-117.0697,HYDRO,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,414,Beardsley,10,38.2046,-120.0768,HYDRO,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,219,Belden,117.9,39.9866,-121.2843,HYDRO,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,10880,Bidwell Ditch Project,1.8,40.8014,-121.4481,HYDRO,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,317,Big Creek 1,88.3,37.2039,-119.2428,HYDRO,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,318,Big Creek 2,66.4,37.2,-119.3069,HYDRO,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,322,Big Creek 2A,110,37.2,-119.3069,HYDRO,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,319,Big Creek 3,174.4,37.1497,-119.3872,HYDRO,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,320,Big Creek 4,100,37.1391,-119.4894,HYDRO,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,321,Big Creek 8,75,37.2096,-119.3288,HYDRO,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,10282,Big Creek Water Works,5,40.6175,-123.4514,HYDRO,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,391,Big Pine,3.2,37.1678,-118.2917,HYDRO,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,10288,Big Valley Power LLC,9.3,41.1327,-121.1373,BIOMASS,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,323,Bishop Creek 2,7.3,37.2478,-118.5824,HYDRO,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,324,Bishop Creek 3,7.7,37.3022,-118.5311,HYDRO,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,325,Bishop Creek 4,7.7,37.3233,-118.5011,HYDRO,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,326,Bishop Creek 5,4.5,37.3357,-118.481,HYDRO,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,327,Bishop Creek 6,1.6,37.351,-118.4629,HYDRO,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,54015,BKK Landfill,11.7,34.0328,-117.9128,BIOMASS,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,7229,Black Butte,6.1,39.7508,-122.1881,HYDRO,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,10764,Blue Lake Power LLC,13.8,40.8667,-123.9833,BIOMASS,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,56862,Bolthouse S&P and Rowen Farms Solar,1.2,34.5644,-117.6933,SOLAR,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,328,Borel,12,35.8056,-118.5236,HYDRO,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,902,Bottle Rock Power,55,38.8348,-122.7677,GEOTHERMAL,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,50546,Bowman,3.6,39.4481,-120.6522,HYDRO,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,50179,Box Canyon,5,41.2792,-122.3292,HYDRO,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,56533,Bradley Gas Recovery,6.5,34.2356,-118.3806,BIOMASS,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,220,Bucks Creek,66,39.9049,-121.2831,HYDRO,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,56446,Buena Vista Energy LLC,38,37.805,-121.6672,WIND,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,10706,Burney Creek,3,40.8528,-121.5589,HYDRO,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,10652,Burney Forest Products,31,40.8751,-121.7023,BIOMASS,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,54219,Burney Mountain Power,11.4,40.9094,-121.6401,BIOMASS,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,221,Butt Valley,40,40.1151,-121.1449,HYDRO,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,50552,Cabazon Wind Farm,39.7,33.9189,-116.7219,WIND,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,56011,Cabazon Wind Partners,41,33.9172,-116.735,WIND,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,57163,Calabasas Gas to Energy Facility,13.8,34.1511,-118.7236,BIOMASS,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,50066,Calistoga Power Plant,176.4,38.79,-122.7456,GEOTHERMAL,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,56768,CalRenew-1,5,36.7575,-120.3658,SOLAR,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,537,Camanche,10.8,38.2268,-121.0245,HYDRO,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,10586,Cameron Ridge LLC,59.6,35.075,-118.3158,WIND,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,430,Camino,157.8,38.8283,-120.5367,HYDRO,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,531,Camp Far West,7.2,39.0489,-121.3169,HYDRO,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,222,Caribou 1,73.8,40.0754,-121.1598,HYDRO,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,223,Caribou 2,117.9,40.1742,-121.0915,HYDRO,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,392,Castaic,1331,34.5195,-118.6049,HYDRO,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,55984,CE Turbo,11.5,33.1669,-115.5114,GEOTHERMAL,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,224,Centerville,6.4,39.7888,-121.6574,HYDRO,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,412,Chicago Park,44,39.1778,-120.8897,HYDRO,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,225,Chili Bar,7,38.7719,-120.8129,HYDRO,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,57011,Chuckawalla Valley State Prison,1,33.5997,-114.9,SOLAR,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,227,Coleman,12.1,40.4046,-122.1219,HYDRO,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,454,Colgate,315,39.331,-121.1888,HYDRO,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,54555,Collierville Powerhouse,253,38.1451,-120.3795,HYDRO,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,10661,Collins Pine Project,12,40.3025,-121.2436,BIOMASS,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,56167,Colton Landfill,1.3,34.0473,-117.3403,BIOMASS,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,846,Combie South,1.5,39.0098,-121.0584,HYDRO,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,10090,Commerce Refuse To Energy,12,33.9949,-118.1538,BIOMASS,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,393,Control Gorge,37.5,37.3864,-118.4417,HYDRO,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,294,Copco 1,20,41.9789,-122.3342,HYDRO,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,295,Copco 2,27,41.9753,-122.3569,HYDRO,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,54299,Coram Energy LLC,3,35.075,-118.3417,WIND,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,54298,Coram Energy LLC (ECT),7.5,35.0583,-118.3417,WIND,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,54750,Coram Tehachapi,6.9,35.0663,-118.3397,WIND,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,480,Corona,2.9,33.8589,-117.6106,HYDRO,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,10875,Coso Energy Developers,90,36.0019,-117.7886,GEOTHERMAL,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,10873,Coso Finance Partners,92.2,36.0372,-117.7981,GEOTHERMAL,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,10874,Coso Power Developers,90,36.0192,-117.7917,GEOTHERMAL,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,394,Cottonwood,2.4,36.5797,-118.0578,HYDRO,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,10837,Covanta Mendota,28,36.7487,-120.3776,BIOMASS,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,50632,Covanta Stanislaus Energy,24,37.3853,-121.141,BIOMASS,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,10707,Cove Hydroelectric,5,40.9017,-121.9517,HYDRO,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,229,Cow Creek,1.4,40.5708,-122.0209,HYDRO,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,10395,Coyote Canyon Steam Plant,20,33.613,-117.8219,BIOMASS,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,483,Coyote Creek,3.1,33.9136,-117.8383,HYDRO,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,231,Cresta,73.8,39.8763,-121.3729,HYDRO,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,56813,CSU Fresno Solar Project,1,36.8133,-119.75,SOLAR,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,54300,CTV Power Purchase Contract Trust,4.6,35.0583,-118.3083,WIND,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,232,De Sabla,18.4,39.8336,-121.5978,HYDRO,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,7507,Deadwood Creek,2,39.5297,-121.1664,HYDRO,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,233,Deer Creek,5.5,39.2982,-120.8441,HYDRO,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,10840,Delano Energy,57,35.7144,-119.2337,BIOMASS,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,436,Devil Canyon,276.2,34.2056,-117.3344,HYDRO,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,6099,Diablo Canyon,2323,35.2113,-120.8548,NUCLEAR,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,56271,Diablo Wind LLC,18,38.0147,-122.0061,WIND,Arnold Schwarzenegger,California,2003,2011,Republican
2010,CA,7942,Diamond Valley Lake,39.6,33.6808,-117.0698,HYDRO,Arnold Schwarzenegger,California,2003,2011,Republican
