YEAR,PSTATABB,ORISPL,PNAME,NAMEPCAP,LAT,LON,PLFUELCT,governor,state,Start_Year,End_Year,party
2014,MI,58830,Cross Winds Energy Park,111,43.610278,-83.485556,WIND,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,1701,Croton,8.9,43.437322,-85.664462,HYDRO,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,1821,Crystal Falls,1,46.106278,-88.334531,HYDRO,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,6000,Donald C Cook,2285.3,41.975604,-86.565206,NUCLEAR,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,57405,Eagle Valley (MI),3.2,42.7225,-83.263055,BIOMASS,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,58121,Echo Wind Park,162,43.8825,-83.161389,WIND,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,50158,Edenville,4.8,43.814,-84.3767,HYDRO,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,1751,Edison Sault,41.80000000000003,46.5162,-84.3729,HYDRO,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,10208,Escanaba Mill,122.4,45.8044,-87.0891,BIOMASS,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,1729,Fermi,1281,41.9631,-83.2581,NUCLEAR,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,1704,Five Channels,6,44.455518,-83.676274,HYDRO,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,1705,Foote,9,44.435381,-83.440722,HYDRO,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,54341,Four Mile Hydropower Project,2.0999999999999996,45.0933,-83.5025,HYDRO,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,59785,"Fremont Community Digester, LLC",2.9,43.45965,-85.9761,BIOMASS,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,50437,French Landing Dam,1.6,42.214264,-83.440692,HYDRO,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,10656,French Paper Hydro,1.3,41.8203,-86.2592,HYDRO,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,54751,Genesee Power Station,39.5,43.08511,-83.669386,BIOMASS,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,54757,Grand Blanc Generating Station,4,42.9172,-83.7286,BIOMASS,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,1787,Grand Rapids,7.5,45.3547,-87.6494,HYDRO,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,54549,Granger Electric Generating Station #1,8,42.8153,-84.5075,BIOMASS,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,10532,Granger Electric Generating Station #2,4,42.805,-84.7075,BIOMASS,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,58546,Granger Electric of Watervliet,3.2,42.175833,-86.28,BIOMASS,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,58677,Gratiot County Wind LLC,110.4,43.408056,-84.462222,WIND,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,57421,Gratiot Wind Park,102,43.433889,-84.4975,WIND,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,10822,Grayling Generating Station,38,44.604921,-84.690578,BIOMASS,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,10033,Greater Detroit Resource Recovery,68.4,42.3678,-83.0514,BIOMASS,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,55596,GRS Arbor Hills,30.3,42.395335,-83.557999,BIOMASS,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,55597,GRS C&C,5.7,42.356343,-85.005779,BIOMASS,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,55595,GRS Lyon,5,42.1742,-83.62,BIOMASS,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,1707,Hardy,31.5,43.486618,-85.629866,HYDRO,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,57888,Harvest II Windfarm,59.4,43.8556,-83.1669,WIND,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,56635,Harvest Windfarm LLC,52.8,43.83,-83.2064,WIND,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,1777,Hemlock Falls,2.8,46.1311,-88.225,HYDRO,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,58103,Heritage Garden Wind Farm I LLC,28,45.795556,-86.533889,WIND,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,10346,Hillman Power LLC,20,45.0688,-83.8932,BIOMASS,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,1708,Hodenpyl,17,44.36286,-85.819968,HYDRO,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,7115,Hoist,4.4,46.5628,-87.5686,HYDRO,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,1856,Hydro Plant,2.2,41.9711,-85.5381,HYDRO,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,1842,James R Smith,3.2,46.571639,-87.410455,HYDRO,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,1772,John H Warden,18.7,46.7553,-88.4558,BIOMASS,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,50860,Kent County Waste to Energy Facility,18,42.949575,-85.693209,BIOMASS,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,1778,Kingsford,7.199999999999999,45.807956,-88.125121,HYDRO,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,1871,Kleber,1.8,45.391984,-84.333257,HYDRO,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,57984,Lake Winds Energy Park,100.8,43.871944,-86.334722,WIND,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,59436,Lennon Generating,9.6,42.981667,-83.979444,BIOMASS,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,1712,Loud,4,44.4631,-83.7208,HYDRO,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,1713,Ludington,1978.8,43.8942,-86.4447,HYDRO,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,7116,McClure Dam,8,46.5717,-87.4764,HYDRO,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,57853,McKinley Wind Park,14.4,43.871944,-83.241388,WIND,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,50409,Menominee Mill Marinette,1.8,45.1069,-87.6378,HYDRO,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,1780,Michigamme Falls,9.6,45.9553,-88.1958,HYDRO,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,56416,Michigan Wind 1 LLC,69,43.7092,-82.9633,WIND,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,56659,Michigan Wind 2,90,43.663056,-82.746944,WIND,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,57852,Minden Wind Park,32,43.67,-82.758611,WIND,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,1714,Mio,5,44.661114,-84.131691,HYDRO,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,1761,Mottville,1.6,41.8056,-85.7505,HYDRO,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,54342,Ninth Street Hydropower Project,1.6,45.0717,-83.4381,HYDRO,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,1848,Norway (MI),6.300000000000001,45.7889,-87.9058,HYDRO,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,54340,Norway Point Hydropower Project,4,45.1025,-83.5189,HYDRO,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,54756,Ottawa Generating Station,6.4,43.0969,-85.9489,BIOMASS,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,1715,Palisades,811.8,42.323,-86.3146,NUCLEAR,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,1781,Peavy Falls,12,45.990781,-88.210514,HYDRO,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,54890,Peoples Generating Station,3.2,43.2208,-83.7925,BIOMASS,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,58580,Pheasant Run Wind LLC,74.8,43.757778,-83.297778,WIND,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,54989,Pine Tree Acres,8.799999999999999,42.7417,-82.7975,BIOMASS,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,57443,Pine Tree Acres WM LFGTE,12.799999999999999,42.765,-82.745555,BIOMASS,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,1773,Prickett,2.2,46.7261,-88.6625,HYDRO,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,54057,Riverview Energy Systems,6.6,42.166106,-83.212903,BIOMASS,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,1716,Rogers,6.8,43.613001,-85.479469,HYDRO,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,1865,Saint Marys Falls,23.7,46.50625,-84.349267,HYDRO,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,50157,Sanford Dam,3.5999999999999996,43.6773,-84.3802,HYDRO,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,50159,Secord,1.2,44.0411,-84.3418,HYDRO,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,57851,Sigel Wind Park,64,43.850833,-82.783611,WIND,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,50160,Smallwood,1.2,43.9599,-84.336,HYDRO,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,56851,South Kent Generating Station,3.2,42.7814,-85.6728,BIOMASS,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,59574,Southeast Berrien Generating Facility,4.8,41.808611,-86.323889,BIOMASS,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,1852,St Louis,7.1000000000000005,43.4019,-84.6014,HYDRO,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,57131,Stoney Corners Wind Farm,60,44.19,-85.2983,WIND,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,54536,Sumpter Energy Associates,12.000000000000002,42.1781,-83.4853,BIOMASS,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,1757,Superior Falls,1.4,46.564601,-90.416147,HYDRO,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,58351,Tuscola Bay Wind,120,43.525278,-83.65,WIND,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,58587,Tuscola Wind II LLC,100.3,43.526944,-83.566944,WIND,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,1784,Twin Falls (MI),6.300000000000001,45.8719,-88.0694,HYDRO,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,54539,Venice Resources Gas Recovery,1.6,42.985,-83.9764,BIOMASS,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,50251,Verso Paper Quinnesec Mich Mill,56,45.7956,-87.9556,BIOMASS,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,1774,Victoria Dam,12,46.6964,-89.2089,HYDRO,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,50772,Viking Energy of Lincoln,18,44.68,-83.4167,BIOMASS,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,50770,Viking Energy of McBain,18,44.204,-85.2206,BIOMASS,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,50077,Waste Energy Services,1.4000000000000001,42.2711,-83.5231,BIOMASS,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,57024,Waste Management Northern Oaks LFGTE,1.6,43.9906,-84.8003,BIOMASS,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,59853,Watervliet PV,4.6,42.19,-86.23,SOLAR,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,1785,Way Dam,1.8,46.1592,-88.2353,HYDRO,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,1722,Webber,4.3,42.9528,-84.9025,HYDRO,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,56852,White Feather Generating Station,3.2,43.8983,-83.9494,BIOMASS,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,1786,White Rapids,7.199999999999999,45.482084,-87.802178,HYDRO,Rick Snyder,Michigan,2011,2019,Republican
2014,MI,58704,Zeeland Farm Services,3.2,42.813056,-85.986111,BIOMASS,Rick Snyder,Michigan,2011,2019,Republican
2014,MN,56307,Adams Wind Farm,24,43.554778,-92.724139,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,57375,Adams Wind Generations LLC,20,44.916944,-94.735555,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,55576,Agassiz Beach LLC,1.9,47.0053,-96.4356,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,55566,Autumn Hills LLC,1.9,44.4131,-96.4325,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,56210,B&K Energy Systems LLC,2,43.651389,-95.3755,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,56624,BC Energy LLC,4,43.6183,-95.4253,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,55867,Benson Power Biomass Plant,62.3,45.322401,-95.629506,BIOMASS,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,57198,Bent Tree Wind Farm Phase 1,201.3,43.724596,-93.450429,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,57289,Big Blue,36,43.612222,-94.191944,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,56201,Bisson Windfarm LLC,2,43.984444,-96.219444,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,58692,Black Oak Wind Farm,42,45.660833,-95.012778,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,1892,Blanchard,18,45.8614,-94.3592,HYDRO,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,56581,Blue Breezes II LLC,1.3,43.6558,-94.1564,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,56580,Blue Breezes LLC,1.3,43.6558,-94.1536,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,56209,Boeve Windfarm LLC,2,44.0508,-96.0933,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,10486,Boise Cascade International Falls,69.2,48.6067,-93.4066,BIOMASS,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,50636,Brainerd Public Utilities,3.5,46.3758,-94.1817,HYDRO,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,56595,Breezy Bucks I LLC,1.3,44.3197,-96.3317,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,56582,Breezy Bucks II LLC,1.3,44.3144,-96.3317,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,54794,Buffalo Ridge Windplant WPP 1993,21.9,44.216812,-96.237148,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,50328,Byllesby,2.5,44.5119,-92.9394,HYDRO,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,57296,Carleton College,7.799999999999999,44.461908,-93.156387,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,56410,Carstensen Wind,1.7,44.0247,-96.4369,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,56200,CG Windfarm LLC,2,43.9931,-96.2186,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,55980,Champepaden Wind Power,2,43.899722,-95.950556,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,56142,"Chanarambie Power Partners, LLC",85.5,44.011,-96.0446,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,56646,Chandler Hills Wind Farm,2,43.917,-95.954,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,56709,Christoffer Wind Energy I LLC,2.1,43.6256,-95.3725,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,56710,Christoffer Wind Energy II LLC,2.1,43.6256,-95.3672,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,56711,Christoffer Wind Energy III LLC,2.1,43.6256,-95.3619,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,56712,Christoffer Wind Energy IV LLC,2.1,43.6256,-95.3567,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,57385,Community Wind North LLC,30,44.245556,-96.406389,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,58045,Community Wind South,30,43.713611,-95.802778,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,10013,Covanta Hennepin Energy,39.5,44.9833,-93.280382,BIOMASS,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,57396,Danielson Wind Farms LLC,20,45.071667,-94.752222,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,56207,DL Windy Acres LLC,2,43.651389,-95.368611,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,56543,Eastridge Wind Project,10.4,43.9358,-95.9222,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,54939,EKS Landfill,5.700000000000001,44.7806,-93.3094,BIOMASS,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,2039,Elk River,239.3,45.296797,-93.558447,BIOMASS,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,57649,Elm Creek Wind II LLC,148.8,43.6848,-94.8799,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,56793,Elm Creek Wind LLC,99,43.7542,-94.9497,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,57880,Eolos Wind Energy Research Field Station,2.5,44.728333,-93.048056,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,56415,Fairmont Wind,5.4,43.575,-94.446667,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,56617,Fenton Wind Farm,205.5,43.852778,-96.018333,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,56204,Fey Windfarm LLC,2,44.0364,-96.0736,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,55574,Florence Hills LLC,1.9,44.2297,-96.225,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,1894,Fond Du Lac,12,46.666768,-92.293897,HYDRO,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,56588,G Flow Wind LLC,1.3,43.586111,-95.776111,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,56054,G McNeilus Wind Farm Dodge Center,43,43.978486,-92.851078,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,57813,GL Wind,5,43.991667,-91.877777,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,56994,Grand Meadow,100.5,43.7189,-92.705,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,1977,Granite Falls,1.3,44.811685,-95.53455,HYDRO,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,57274,Grant County Wind LLC,20,45.8033,-95.8844,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,56590,Green Acres Breeze LLC,1.3,43.586111,-95.780278,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,56413,Greenback Energy,1.7,44.0208,-96.4331,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,55598,GRS Pine Bend,16.6,44.786977,-93.055586,BIOMASS,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,55573,Hadley Ridge LLC,1.9,44.2253,-96.235,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,54285,Hastings City Hydroelectric,4.4,44.760249,-92.867743,HYDRO,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,1911,Hennepin Island,13.7,44.982359,-93.254163,HYDRO,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,1897,Hibbard Energy Center,122.8,46.735331,-92.151711,BIOMASS,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,58563,Hometown Bio Energy LLC,8,44.435556,-93.906389,BIOMASS,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,55572,Hope Creek LLC,1.9,44.2275,-96.2192,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,10487,International Falls Power,14.2,48.608054,-93.404313,HYDRO,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,55565,Jack River LLC,1.9,44.4233,-96.4411,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,56750,Jeffers Wind 20 LLC,50,44.057778,-95.2525,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,55564,Jessica Mills LLC,1.9,44.4278,-96.43,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,55563,Julia Hills LLC,1.9,44.4231,-96.4458,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,56626,K&D Energy LLC,4,43.6181,-95.4172,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,55809,Kas Brothers Windfarm,1.5,44.0119,-96.1125,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,56206,K-Brink Windfarm LLC,2,44.0197,-96.1183,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,56625,KC Energy LLC,4,43.6292,-95.4169,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,1895,Knife Falls,2.4000000000000004,46.726627,-92.448619,HYDRO,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,56627,KSS Turbines LLC,4,43.6247,-95.4314,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,55208,Lake Benton I,107.2,44.2917,-96.375,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,55265,Lake Benton II,103.5,44.129369,-96.116971,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,57374,Lakefield Wind Project LLC,205.5,43.675,-95.156666,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,58836,Lakeswind Power Partners,51.8,46.718056,-96.211944,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,55353,Lakota Ridge LLC,11.2,44.39956,-96.428367,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,1987,Lanesboro,3.5999999999999996,43.720026,-91.977738,HYDRO,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,1896,Little Falls (MN),4.6000000000000005,45.975013,-94.369094,HYDRO,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,56412,Lucky Wind,1.7,44.0211,-96.4406,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,59875,Marshall Solar Energy Project,62.3,44.475314,-95.669011,SOLAR,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,56840,Marshall Wind 1 LLC,2.1,44.3253,-95.8142,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,56824,Marshall Wind 2 LLC,4.2,44.3236,-95.8222,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,56825,Marshall Wind 3 LLC,4.2,44.3211,-95.7942,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,56826,Marshall Wind 4 LLC,4.2,44.3361,-95.8242,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,56827,Marshall Wind 5 LLC,2.1,44.3303,-95.8344,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,56828,Marshall Wind 6 LLC,2.1,44.3308,-95.8297,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,56459,MinnDakota Wind LLC,150,44.2667,-96.3444,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,56587,Minnesota Breeze LLC,1.3,43.5833,-95.7781,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,56002,Minwind,3.8,43.5564,-96.303611,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,56123,Minwind 3-9,11.5,43.6383,-96.391944,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,1922,Monticello Nuclear Facility,685,45.3338,-93.8493,NUCLEAR,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,7855,Moorhead Wind Turbine,1.4,46.895,-96.7347,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,56794,Moraine II Wind LLC,49.5,44.1238,-96.0784,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,56174,Moraine Wind LLC,51,44.0667,-96.0667,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,55981,Moulton Wind Power,2,43.9204,-95.955885,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,1998,Mountain Lake,9.2,43.9405,-94.9434,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,56424,Mower County Wind Energy Center,98.9,43.61407,-92.59882,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,56217,NAE Shaokatan Power,1.6,44.3989,-96.4178,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,57047,Nobles Wind Project,201,43.7036,-95.7131,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,59852,North Star Solar Project,100,45.47,-92.91,SOLAR,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,56411,Northern Lights Wind LLC,1.7,44.015,-96.4367,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,57432,Oak Glen Wind Farm,44,43.920556,-93.140555,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,58657,Odell Wind Farm,200,43.853333,-94.931944,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,56755,Odin Wind Farm,20,43.8953,-94.9142,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,50413,Olmsted Waste Energy,12.100000000000001,44.026072,-92.432313,BIOMASS,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,58693,Paynesville Wind Farm,95,45.4525,-94.745278,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,56243,Perham Incinerator,4.5,46.591456,-95.564825,BIOMASS,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,1898,Pillager,1.6,46.316033,-94.484944,HYDRO,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,59201,Pleasant Valley Wind Farm,200,43.805,-92.769722,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,1925,Prairie Island,1186.2,44.622,-92.6333,NUCLEAR,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,378,Prairie River,1,47.287206,-93.498266,HYDRO,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,57644,Prairie Rose Wind Farm,200,43.828217,-96.321567,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,56494,Prairie Star Wind Farm,100.6,43.6861,-92.6272,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,56628,Prairie Wind Power LLC,4,43.5958,-95.3833,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,52054,Rapidan Hydro Facility,6.8,44.092689,-94.108817,HYDRO,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,10686,Rapids Energy Center,28.4,47.234825,-93.537169,BIOMASS,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,1926,Red Wing,23,44.5692,-92.516912,BIOMASS,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,56414,Redwood Falls Wind,3.4,44.502778,-95.175,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,57386,Ridgewind,25.3,44.018889,-96.065277,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,56578,Roadrunner I LLC,1.3,44.290556,-96.433333,WIND,Mark Dayton,Minnesota,2011,2019,Democrat
2014,MN,2007,Rochester Hydro,2.6,44.212981,-92.480177,HYDRO,Mark Dayton,Minnesota,2011,2019,Democrat
